"sku","ps_url","cost","supplier","price"
"8592","robe-libertine/323-robe-transparente-tulle-dos-nu-paula.html","21.420000","Busix-pro","51.400000"
"8591","robe-libertine/324-robe-transparente-dentelle-dos-nu-lola.html","23.310000","Busix-pro","55.900000"
"8589","fetish/325-jupe-et-bustier-fetish-catherine.html","29.990000","Busix-pro","72.000000"
"8588","clubwear/326-mini-jupe-plissee-marie.html","18.720000","Busix-pro","44.900000"
"8582","robe-libertine/327-top-transparent-manches-longues-clemence.html","25.070000","Busix-pro","61.700000"
"8585","fetish/328-robe-longue-romane.html","31.000000","Busix-pro","74.000000"
"8584","robe-libertine/329-robe-fendue-mathilde-wetlook.html","29.740000","Busix-pro","71.000000"
"8583","robe-libertine/330-robe-fendue-mathilde.html","29.740000","Busix-pro","71.000000"
"8581","robe-libertine/331-robe-fetish-longue-dentelle-ines.html","32.130000","Busix-pro","77.000000"
"8580","fetish/332-robe-fetish-longue-ines.html","35.400000","Busix-pro","85.000000"
"8578","robe-libertine/333-jupe-noire-fendue-tulle-jeanne.html","31.000000","Busix-pro","74.000000"
"8577","fetish/334-jupe-fendue-wetlook-jeanne.html","34.650000","Busix-pro","83.000000"
"8576","robe-libertine/335-robe-noire-libertine-longue-agatha.html","32.000000","Busix-pro","77.000000"
"ESP4082","robe-de-soiree/341-robe-longue-reine-de-soiree.html","32.000000","Starnet","67.200000"
"ESP4122","robe-de-soiree/342-robe-de-soiree-longue-et-drapee.html","52.400000","Starnet","115.000000"
"ESP4172","robe-de-soiree/346-robe-longue-effet-bombe.html","40.600000","Starnet","85.200000"
"ESP4173","robe-de-soiree/348-robe-longue-style-latino.html","35.000000","Starnet","73.500000"
" ESP4175","robe-de-soiree/349-robe-longue-strappy.html","35.000000","Starnet","73.500000"
"ESP4178","robe-de-soiree/350-robe-longue-illusion.html","39.490000","Starnet","86.900000"
"ESP4179","robe-de-soiree/351-robe-longue-vip.html","44.000000","Starnet","96.800000"
" ESP4180","robe-de-soiree/352-robe-de-soiree-longue-broche.html","50.000000","Starnet","105.000000"
"PA0337","robe-libertine/353-sanaa-robe-clubwear.html","13.430000","Starnet","30.000000"
"PA0328","robe-libertine/354-beltis-robe-clubwear-blanche.html","16.350000","Starnet","36.000000"
"PA0289","robe-libertine/355-malibu-robe-libertine.html","16.420000","Starnet","36.500000"
"PA0243","robe-libertine/356-avril-robe-effet-vinyle-robe-clubwear.html","16.350000","Starnet","36.000000"
"PA0179","clubwear/357-robe-pola-clubwear.html","20.910000","Starnet","46.500000"
"PA0169","robe-libertine/358-robe-clubwear-noire-megan.html","18.170000","Starnet","40.000000"
"PA0167","robe-libertine/359-robe-ajouree-flamingo.html","14.240000","Starnet","31.500000"
"PA0164","robe-libertine/360-robe-aspect-vinyle.html","21.210000","Starnet","47.000000"
"9484P-STM02","robe-libertine/361-robe-noire-ajouree-transparente.html","19.700000","Silamoda","43.300000"
"9483XP-STM020","robe-libertine/362-robe-noire-ajouree-provocante.html","19.550000","Silamoda","43.000000"
"Coctail TSS018","marque/363-robe-cocktail-rouge-sexy-reflets-dores.html","15.650000","Silamoda","37.500000"
"DG8044/079","robe-libertine/364-robe-tube-ajouree.html","19.600000","Silamoda","43.200000"
"DG-7399","robe-libertine/365-robe-tube-gogo-danseuse-fluo.html","20.980000","Silamoda","46.200000"
"DG-7401","home/366-robe-gogo-danseuse-en-resille-transparente-.html","21.000000","Silamoda","46.200000"
"DG-6293","robe-libertine/367-robe-libertine-dos-nu-et-decollete-plongeant.html","17.560000","Silamoda","38.600000"
"DG-5593","robe-de-soiree/368-robe-vip-noire-dos-nu-avec-dentelle.html","19.900000","Silamoda","43.800000"
"Vera PC ","fetish/369-legging-moulant-et-laque-patrice-catanzaro.html","23.400000","Silamoda","45.000000"
